timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-03-25 13:55:00,4.45,4.47,4.44,4.44,6091.0,-0.01,-0.22,4.45,4.439,4.4305,7023.2,5753.4,5190.75,0.09
2020-03-25 14:00:00,4.44,4.47,4.46,4.44,5337.6,0.02,0.45,4.456,4.443,4.4335,7359.12,6084.26,5148.48,0.08
2020-03-25 14:05:00,4.47,4.47,4.41,4.41,14918.0,-0.06,-1.34,4.444,4.444,4.433,8229.12,6975.56,5655.98,0.21
2020-03-25 14:10:00,4.42,4.43,4.41,4.41,4351.0,-0.01,-0.23,4.434,4.441,4.4325,7748.52,6883.76,5616.93,0.06
2020-03-25 14:15:00,4.41,4.44,4.42,4.41,7177.0,0.01,0.23,4.428,4.438,4.432,7574.92,7261.86,5738.78,0.1
2020-03-25 14:20:00,4.42,4.43,4.41,4.41,11298.0,-0.01,-0.23,4.422,4.436,4.431,8616.32,7819.76,6054.88,0.16
2020-03-25 14:25:00,4.42,4.44,4.42,4.41,3735.0,0.0,0.0,4.414,4.435,4.429,8295.8,7827.46,5939.63,0.05
2020-03-25 14:30:00,4.42,4.43,4.42,4.41,7714.0,0.0,0.0,4.416,4.43,4.429,6855.0,7542.06,6155.82,0.11
2020-03-25 14:35:00,4.42,4.42,4.42,4.41,4811.0,0.0,0.0,4.418,4.426,4.4295,6947.0,7347.76,6132.83,0.07
2020-03-25 14:40:00,4.41,4.43,4.41,4.41,6130.0,0.0,0.0,4.416,4.422,4.429,6737.6,7156.26,6347.68,0.09
2020-03-25 14:45:00,4.41,4.42,4.42,4.4,8357.0,0.01,0.23,4.418,4.42,4.4295,6149.4,7382.86,6568.13,0.12
2020-03-25 14:50:00,4.41,4.45,4.44,4.41,11439.0,0.03,0.68,4.422,4.418,4.4305,7690.2,7993.0,7038.63,0.16
2020-03-25 14:55:00,4.44,4.44,4.4,4.39,25618.0,-0.04,-0.9,4.418,4.417,4.4305,11271.0,9063.0,8019.28,0.36
2020-03-25 15:00:00,4.39,4.4,4.4,4.39,13030.0,0.01,0.23,4.414,4.416,4.4285,12914.8,9930.9,8407.33,0.18
2020-03-26 09:35:00,4.28,4.33,4.25,4.25,41165.0,-0.03,-0.7,4.382,4.399,4.4185,19921.8,13329.7,10295.8,0.58
2020-03-26 09:40:00,4.25,4.31,4.28,4.25,18035.6,0.03,0.71,4.354,4.386,4.411,21857.5,14003.5,10911.6,0.25
2020-03-26 09:45:00,4.28,4.28,4.26,4.25,16983.0,-0.02,-0.47,4.318,4.37,4.4025,22966.3,15328.3,11577.9,0.24
2020-03-26 09:50:00,4.26,4.28,4.27,4.25,10923.0,0.01,0.23,4.292,4.355,4.3925,20027.3,15649.2,11595.6,0.15
2020-03-26 09:55:00,4.26,4.29,4.29,4.25,8340.0,0.03,0.7,4.27,4.342,4.384,19089.3,16002.1,11674.9,0.12
2020-03-26 10:00:00,4.29,4.3,4.26,4.26,8392.0,-0.03,-0.7,4.272,4.327,4.3745,12534.7,16228.3,11692.3,0.12
2020-03-26 10:05:00,4.26,4.26,4.25,4.23,16952.0,-0.01,-0.23,4.266,4.31,4.365,12318.0,17087.8,12235.3,0.24
2020-03-26 10:10:00,4.27,4.27,4.22,4.22,13929.0,-0.05,-1.17,4.258,4.288,4.353,11707.2,17336.8,12664.9,0.2
2020-03-26 10:15:00,4.23,4.24,4.23,4.21,11323.0,0.0,0.0,4.25,4.271,4.344,11787.2,15907.3,12485.1,0.16
2020-03-26 10:20:00,4.23,4.25,4.24,4.22,4712.0,0.01,0.24,4.24,4.255,4.3355,11061.6,15075.5,12503.2,0.07
2020-03-26 10:25:00,4.23,4.24,4.23,4.22,4314.0,0.0,0.0,4.234,4.253,4.326,10246.0,11390.4,12360.0,0.06
