timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-03-25 13:55:00,3.31,3.32,3.32,3.31,12776.0,0.01,0.3,3.318,3.317,3.297,19316.6,26340.0,55324.3,0.06
2020-03-25 14:00:00,3.32,3.32,3.31,3.3,17235.8,-0.01,-0.3,3.318,3.314,3.302,18613.8,23694.0,54833.7,0.08
2020-03-25 14:05:00,3.3,3.31,3.3,3.3,32301.6,0.0,0.0,3.312,3.312,3.3065,19570.8,23587.4,53113.4,0.15
2020-03-25 14:10:00,3.3,3.32,3.31,3.3,21925.9,0.01,0.3,3.31,3.312,3.312,20695.3,23526.4,52759.5,0.1
2020-03-25 14:15:00,3.31,3.32,3.32,3.31,12078.1,0.01,0.3,3.312,3.314,3.316,19263.5,19905.7,51759.5,0.06
2020-03-25 14:20:00,3.31,3.33,3.33,3.31,36806.4,0.02,0.6,3.314,3.316,3.3205,24069.6,21693.1,50983.0,0.17
2020-03-25 14:25:00,3.33,3.41,3.41,3.32,127747.0,0.08,2.4,3.334,3.326,3.3245,46171.8,32392.8,43369.7,0.6
2020-03-25 14:30:00,3.41,3.47,3.45,3.38,257742.0,0.04,1.17,3.364,3.338,3.33,91259.9,55415.4,47899.6,1.21
2020-03-25 14:35:00,3.46,3.46,3.45,3.41,110958.0,-0.01,-0.29,3.392,3.351,3.336,109066.0,64880.8,49383.4,0.52
2020-03-25 14:40:00,3.45,3.48,3.48,3.42,107306.0,0.03,0.87,3.424,3.368,3.3435,128112.0,73687.7,52268.4,0.51
2020-03-25 14:45:00,3.47,3.5,3.5,3.47,388308.0,0.03,0.86,3.458,3.386,3.3515,198412.0,111241.0,68790.5,1.83
2020-03-25 14:50:00,3.5,3.5,3.5,3.5,32694.7,0.0,0.0,3.476,3.405,3.3595,179402.0,112787.0,68240.4,0.15
2020-03-25 14:55:00,3.5,3.5,3.5,3.49,245451.0,0.0,0.0,3.486,3.425,3.3685,176944.0,134102.0,78844.6,1.16
2020-03-25 15:00:00,3.5,3.5,3.5,3.5,11940.8,0.0,0.0,3.496,3.444,3.378,157140.0,133103.0,78314.8,0.06
2020-03-26 09:35:00,3.47,3.47,3.44,3.39,455891.0,-0.03,-0.86,3.488,3.456,3.385,226857.0,177484.0,98695.1,2.15
2020-03-26 09:40:00,3.44,3.45,3.39,3.39,214414.0,-0.05,-1.45,3.466,3.462,3.389,192078.0,195245.0,108469.0,1.01
2020-03-26 09:45:00,3.39,3.41,3.36,3.32,237688.0,-0.03,-0.88,3.438,3.457,3.3915,233077.0,206239.0,119316.0,1.12
2020-03-26 09:50:00,3.35,3.38,3.38,3.33,132306.0,0.03,0.9,3.414,3.45,3.394,210448.0,193696.0,124556.0,0.62
2020-03-26 09:55:00,3.38,3.41,3.4,3.36,80071.8,0.02,0.59,3.394,3.445,3.398,224074.0,190607.0,127744.0,0.38
2020-03-26 10:00:00,3.4,3.41,3.38,3.37,57429.0,-0.02,-0.59,3.382,3.435,3.4015,144382.0,185619.0,129654.0,0.27
2020-03-26 10:05:00,3.39,3.39,3.37,3.36,58637.6,-0.02,-0.59,3.378,3.422,3.404,113226.0,152652.0,131947.0,0.28
