timestamp,open,high,low,close,volume
2020-03-30 15:28:00,4.85,4.85,4.85,4.85,0
2020-03-30 15:42:00,4.875,4.875,4.85,4.86,1597
2020-03-30 15:44:00,4.85,4.8577,4.85,4.8577,2630
2020-03-30 15:51:00,4.865,4.865,4.865,4.865,170
2020-03-30 15:56:00,4.85,4.8646,4.85,4.864,5617
2020-03-31 11:28:00,4.88,4.88,4.88,4.88,130
2020-04-01 15:57:00,4.85,4.85,4.85,4.85,186
2020-04-03 10:51:00,4.75,4.75,4.54,4.54,1130
2020-04-03 11:56:00,4.67,4.67,4.67,4.67,250
2020-04-03 14:05:00,4.67,4.67,4.67,4.67,424
2020-04-03 14:30:00,4.5501,4.5501,4.5501,4.5501,425
2020-04-03 14:33:00,4.55,4.55,4.55,4.55,130
2020-04-03 15:00:00,4.57,4.6,4.57,4.6,596
2020-04-03 15:52:00,4.66,4.684,4.66,4.674,850
2020-04-03 15:54:00,4.71,4.71,4.7,4.7,777
