timestamp,open,high,low,close,volume
2020-03-30 09:31:00,6.41,6.41,6.41,6.41,0
2020-03-30 09:37:00,6.6083,6.6083,6.6083,6.6083,85
2020-03-30 09:41:00,6.74,6.74,6.74,6.74,130
2020-03-30 09:56:00,6.47,6.47,6.47,6.47,90
2020-03-30 10:02:00,6.52,6.54,6.52,6.54,170
2020-03-30 10:04:00,6.4715,6.53,6.4715,6.53,255
2020-03-30 10:05:00,6.5025,6.5025,6.5025,6.5025,816
2020-03-30 10:10:00,6.5,6.5,6.5,6.5,85
2020-03-30 10:11:00,6.43,6.43,6.4,6.4,1394
2020-03-30 10:14:00,6.35,6.3519,6.3,6.3519,1530
2020-03-30 10:17:00,6.35,6.35,6.35,6.35,297
2020-03-30 10:18:00,6.25,6.25,6.245,6.245,383
2020-03-30 10:19:00,6.275,6.35,6.275,6.35,765
2020-03-30 10:20:00,6.3276,6.3276,6.3276,6.3276,435
2020-03-30 10:50:00,6.3735,6.42,6.3735,6.42,986
2020-03-30 10:55:00,6.42,6.47,6.42,6.44,1164
2020-03-30 10:56:00,6.45,6.47,6.45,6.46,2364
2020-03-30 10:58:00,6.64,6.64,6.52,6.52,1785
2020-03-30 10:59:00,6.52,6.529,6.51,6.529,578
2020-03-30 11:00:00,6.64,6.64,6.52,6.52,255
2020-03-30 11:03:00,6.63,6.67,6.63,6.67,170
2020-03-30 11:04:00,6.66,6.66,6.66,6.66,89
2020-03-30 11:05:00,6.66,6.66,6.66,6.66,114
2020-03-30 11:20:00,6.65,6.65,6.65,6.65,170
2020-03-30 11:26:00,6.5624,6.5624,6.5624,6.5624,85
2020-03-30 11:27:00,6.64,6.64,6.64,6.64,85
2020-03-30 11:28:00,6.67,6.67,6.62,6.64,425
2020-03-30 11:31:00,6.5876,6.5876,6.5876,6.5876,816
2020-03-30 11:33:00,6.62,6.62,6.62,6.62,85
2020-03-30 11:38:00,6.62,6.62,6.62,6.62,85
2020-03-30 11:55:00,6.58,6.58,6.57,6.57,1020
2020-03-30 11:57:00,6.48,6.48,6.48,6.48,85
2020-03-30 12:01:00,6.52,6.52,6.52,6.52,96
2020-03-30 12:06:00,6.37,6.37,6.37,6.37,850
2020-03-30 12:10:00,6.435,6.435,6.435,6.435,85
2020-03-30 12:11:00,6.44,6.44,6.4085,6.4085,425
2020-03-30 12:21:00,6.38,6.395,6.36,6.395,1536
2020-03-30 12:23:00,6.26,6.26,6.21,6.21,214
2020-03-30 12:24:00,6.23,6.23,6.21,6.21,170
2020-03-30 12:25:00,6.28,6.34,6.275,6.34,2890
2020-03-30 12:26:00,6.39,6.4,6.39,6.4,595
2020-03-30 12:29:00,6.44,6.46,6.4,6.4,255
2020-03-30 12:31:00,6.36,6.36,6.34,6.34,680
2020-03-30 12:36:00,6.36,6.36,6.35,6.35,282
2020-03-30 12:38:00,6.36,6.36,6.36,6.36,340
2020-03-30 12:40:00,6.35,6.35,6.3,6.3,272
2020-03-30 12:41:00,6.3599,6.3599,6.3599,6.3599,425
2020-03-30 12:44:00,6.36,6.36,6.36,6.36,255
2020-03-30 12:57:00,6.29,6.29,6.29,6.29,85
2020-03-30 12:59:00,6.26,6.26,6.24,6.24,1020
2020-03-30 13:08:00,6.33,6.33,6.33,6.33,174
2020-03-30 13:11:00,6.34,6.34,6.34,6.34,157
2020-03-30 13:27:00,6.34,6.3529,6.34,6.3529,1813
2020-03-30 13:46:00,6.385,6.385,6.34,6.385,418
