timestamp,open,high,low,close,volume
2020-03-30 09:31:00,1.32,1.32,1.32,1.32,0
2020-03-30 09:35:00,1.31,1.31,1.31,1.31,187
2020-03-30 09:38:00,1.32,1.32,1.32,1.32,85
2020-03-30 09:40:00,1.32,1.32,1.32,1.32,0
2020-03-30 09:47:00,1.3262,1.3262,1.3262,1.3262,11190
2020-03-30 09:51:00,1.32,1.32,1.32,1.32,85
2020-03-30 09:55:00,1.32,1.32,1.32,1.32,89
2020-03-30 09:56:00,1.3415,1.3415,1.3415,1.3415,425
2020-03-30 10:00:00,1.32,1.32,1.32,1.32,96
2020-03-30 10:05:00,1.32,1.32,1.32,1.32,85
2020-03-30 10:07:00,1.3001,1.3035,1.3001,1.3035,448
2020-03-30 10:10:00,1.32,1.32,1.32,1.32,85
2020-03-30 10:12:00,1.31,1.32,1.31,1.315,5865
2020-03-30 10:15:00,1.33,1.35,1.33,1.35,340
2020-03-30 10:17:00,1.31,1.31,1.31,1.31,42500
2020-03-30 10:28:00,1.345,1.345,1.345,1.345,850
2020-03-30 10:48:00,1.3257,1.3257,1.3257,1.3257,147
2020-03-30 11:35:00,1.3407,1.3407,1.3407,1.3407,425
2020-03-30 12:25:00,1.3401,1.3401,1.3401,1.3401,260
2020-03-30 13:38:00,1.34,1.34,1.33,1.3302,467
2020-03-30 14:28:00,1.33,1.33,1.33,1.33,3616
2020-03-30 15:48:00,1.33,1.33,1.33,1.33,514
2020-03-30 15:55:00,1.34,1.34,1.34,1.34,272
2020-03-30 16:00:00,1.35,1.35,1.35,1.35,251
2020-03-31 09:31:00,1.34,1.34,1.34,1.34,0
2020-03-31 09:49:00,1.32,1.32,1.32,1.32,85
2020-03-31 09:58:00,1.3119,1.3119,1.3119,1.3119,962
2020-03-31 10:40:00,1.3409,1.3409,1.335,1.335,935
2020-03-31 11:13:00,1.3348,1.3348,1.3348,1.3348,85
2020-03-31 11:15:00,1.3495,1.35,1.335,1.335,1955
2020-03-31 11:17:00,1.3411,1.3411,1.3411,1.3411,765
2020-03-31 11:18:00,1.3411,1.3411,1.3411,1.3411,769
2020-03-31 11:20:00,1.3499,1.3499,1.3499,1.3499,123
2020-03-31 11:25:00,1.32,1.32,1.32,1.32,204
2020-03-31 12:06:00,1.32,1.33,1.32,1.33,6500
2020-03-31 12:16:00,1.35,1.35,1.349,1.35,1718
2020-03-31 12:28:00,1.35,1.353,1.35,1.353,195
2020-03-31 12:58:00,1.35,1.35,1.35,1.35,1173
2020-03-31 13:25:00,1.349,1.349,1.349,1.349,124
2020-03-31 13:56:00,1.3498,1.36,1.3458,1.356,3367
2020-03-31 15:14:00,1.3347,1.35,1.3347,1.35,510
2020-03-31 15:19:00,1.35,1.35,1.35,1.35,106
2020-03-31 15:23:00,1.35,1.35,1.35,1.35,272
2020-03-31 15:28:00,1.35,1.35,1.345,1.35,2312
2020-03-31 15:43:00,1.35,1.35,1.35,1.35,425
2020-03-31 16:00:00,1.36,1.36,1.36,1.36,354
2020-04-01 09:31:00,1.34,1.34,1.34,1.34,0
2020-04-01 09:42:00,1.32,1.32,1.32,1.32,339
2020-04-01 10:23:00,1.321,1.321,1.321,1.321,340
2020-04-01 10:24:00,1.32,1.3201,1.32,1.3201,5236
2020-04-01 11:49:00,1.3394,1.34,1.3394,1.3399,4142
2020-04-01 12:20:00,1.34,1.34,1.34,1.34,1796
2020-04-01 13:30:00,1.3295,1.33,1.3295,1.33,170
2020-04-01 14:49:00,1.3215,1.3215,1.3215,1.3215,993
2020-04-01 14:57:00,1.3224,1.3224,1.3224,1.3224,127
2020-04-01 15:00:00,1.33,1.33,1.33,1.33,255
2020-04-01 15:01:00,1.33,1.33,1.33,1.33,85
2020-04-01 15:05:00,1.33,1.33,1.33,1.33,340
2020-04-01 15:09:00,1.33,1.33,1.33,1.33,340
